GLOSATIPOESTABLECIMIENTO,fecha,IdCausa,Causa,Total,Menores_1,De_1_a_4,De_5_a_14,De_15_a_64,De_65_y_mas
Hospital,2024-12-14,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,53,0,0,0,27,26
Hospital,2024-12-14,25,Hospitalizaciones - Total,423,10,25,30,206,152
Hospital,2024-01-15,1,Atenciones de urgencia - Total,4375,275,485,604,2295,716
Hospital,2024-01-15,12,Atenciones de urgencia - Total Sistema Circulatorio,163,0,1,1,88,73
Hospital,2024-01-15,13,Atenciones de urgencia - Infarto agudo miocardio,13,0,0,0,8,5
Hospital,2024-01-15,14,Atenciones de urgencia - Accidente vascular encefálico,24,0,0,0,13,11
Hospital,2024-01-15,15,Atenciones de urgencia - Crisis hipertensiva,8,0,0,0,8,0
Hospital,2024-01-15,16,Atenciones de urgencia - Arritmia grave,14,0,0,0,3,11
Hospital,2024-01-15,17,Atenciones de urgencia - Otras causas circulatorias,104,0,1,1,56,46
Hospital,2024-01-15,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,63,0,0,0,23,40
Hospital,2024-01-15,25,Hospitalizaciones - Total,475,18,15,31,250,161
Hospital,2024-02-15,1,Atenciones de urgencia - Total,3846,226,314,557,2046,703
Hospital,2024-02-15,12,Atenciones de urgencia - Total Sistema Circulatorio,170,0,0,2,70,98
Hospital,2024-02-15,13,Atenciones de urgencia - Infarto agudo miocardio,13,0,0,0,6,7
Hospital,2024-02-15,14,Atenciones de urgencia - Accidente vascular encefálico,22,0,0,0,9,13
Hospital,2024-02-15,15,Atenciones de urgencia - Crisis hipertensiva,8,0,0,0,3,5
Hospital,2024-02-15,16,Atenciones de urgencia - Arritmia grave,11,0,0,1,0,10
Hospital,2024-02-15,17,Atenciones de urgencia - Otras causas circulatorias,116,0,0,1,52,63
Hospital,2024-02-15,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,50,0,0,0,18,32
Hospital,2024-02-15,25,Hospitalizaciones - Total,500,15,21,44,244,176
Hospital,2024-03-15,1,Atenciones de urgencia - Total,4730,275,545,1114,2043,753
Hospital,2024-03-15,12,Atenciones de urgencia - Total Sistema Circulatorio,178,0,1,4,84,89
Hospital,2024-03-15,13,Atenciones de urgencia - Infarto agudo miocardio,8,0,0,0,2,6
Hospital,2024-03-15,14,Atenciones de urgencia - Accidente vascular encefálico,17,0,0,0,9,8
Hospital,2024-03-15,15,Atenciones de urgencia - Crisis hipertensiva,10,0,0,0,5,5
Hospital,2024-03-15,16,Atenciones de urgencia - Arritmia grave,15,0,0,0,4,11
Hospital,2024-03-15,17,Atenciones de urgencia - Otras causas circulatorias,128,0,1,4,64,59
Hospital,2024-03-15,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,45,0,0,0,18,27
Hospital,2024-03-15,25,Hospitalizaciones - Total,468,23,32,49,217,147
Hospital,2024-04-15,1,Atenciones de urgencia - Total,5292,246,604,1396,2392,654
Hospital,2024-04-15,12,Atenciones de urgencia - Total Sistema Circulatorio,159,1,3,4,80,71
Hospital,2024-04-15,13,Atenciones de urgencia - Infarto agudo miocardio,5,0,0,0,4,1
Hospital,2024-04-15,14,Atenciones de urgencia - Accidente vascular encefálico,25,0,0,0,7,18
Hospital,2024-04-15,15,Atenciones de urgencia - Crisis hipertensiva,9,0,0,0,7,2
Hospital,2024-04-15,16,Atenciones de urgencia - Arritmia grave,11,0,0,0,6,5
Hospital,2024-04-15,17,Atenciones de urgencia - Otras causas circulatorias,109,1,3,4,56,45
Hospital,2024-04-15,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,53,0,0,0,23,30
Hospital,2024-04-15,25,Hospitalizaciones - Total,453,20,20,39,229,145
Hospital,2024-05-15,1,Atenciones de urgencia - Total,5120,260,630,1374,2108,748
Hospital,2024-05-15,12,Atenciones de urgencia - Total Sistema Circulatorio,158,0,1,3,78,76
Hospital,2024-05-15,13,Atenciones de urgencia - Infarto agudo miocardio,10,0,0,0,4,6
Hospital,2024-05-15,14,Atenciones de urgencia - Accidente vascular encefálico,26,0,0,0,14,12
Hospital,2024-05-15,15,Atenciones de urgencia - Crisis hipertensiva,14,0,0,0,9,5
Hospital,2024-05-15,16,Atenciones de urgencia - Arritmia grave,10,0,0,0,3,7
Hospital,2024-05-15,17,Atenciones de urgencia - Otras causas circulatorias,98,0,1,3,48,46
Hospital,2024-05-15,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,53,1,0,0,27,25
Hospital,2024-05-15,25,Hospitalizaciones - Total,574,28,33,40,258,215
Hospital,2024-06-15,1,Atenciones de urgencia - Total,3702,241,534,531,1692,704
Hospital,2024-06-15,12,Atenciones de urgencia - Total Sistema Circulatorio,147,0,0,3,59,85
Hospital,2024-06-15,13,Atenciones de urgencia - Infarto agudo miocardio,7,0,0,0,3,4
Hospital,2024-06-15,14,Atenciones de urgencia - Accidente vascular encefálico,24,0,0,0,3,21
Hospital,2024-06-15,15,Atenciones de urgencia - Crisis hipertensiva,11,0,0,0,6,5
Hospital,2024-06-15,16,Atenciones de urgencia - Arritmia grave,19,0,0,0,5,14
Hospital,2024-06-15,17,Atenciones de urgencia - Otras causas circulatorias,86,0,0,3,42,41
Hospital,2024-06-15,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,54,0,0,0,18,36
Hospital,2024-06-15,25,Hospitalizaciones - Total,552,32,49,40,237,194
Hospital,2024-07-15,1,Atenciones de urgencia - Total,4114,228,534,593,1964,795
Hospital,2024-07-15,12,Atenciones de urgencia - Total Sistema Circulatorio,192,0,2,3,81,106
Hospital,2024-07-15,13,Atenciones de urgencia - Infarto agudo miocardio,5,0,0,0,1,4
Hospital,2024-07-15,14,Atenciones de urgencia - Accidente vascular encefálico,25,0,0,0,9,16
Hospital,2024-07-15,15,Atenciones de urgencia - Crisis hipertensiva,16,0,0,0,11,5
Hospital,2024-07-15,16,Atenciones de urgencia - Arritmia grave,14,0,0,0,5,9
Hospital,2024-07-15,17,Atenciones de urgencia - Otras causas circulatorias,132,0,2,3,55,72
Hospital,2024-07-15,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,81,1,0,0,25,55
Hospital,2024-07-15,25,Hospitalizaciones - Total,532,27,50,21,231,203
Hospital,2024-08-15,1,Atenciones de urgencia - Total,3955,297,597,666,1746,649
Hospital,2024-08-15,12,Atenciones de urgencia - Total Sistema Circulatorio,144,0,0,2,68,74
Hospital,2024-08-15,13,Atenciones de urgencia - Infarto agudo miocardio,3,0,0,0,2,1
Hospital,2024-08-15,14,Atenciones de urgencia - Accidente vascular encefálico,24,0,0,0,10,14
Hospital,2024-08-15,15,Atenciones de urgencia - Crisis hipertensiva,10,0,0,1,6,3
Hospital,2024-08-15,16,Atenciones de urgencia - Arritmia grave,15,0,0,0,6,9
Hospital,2024-08-15,17,Atenciones de urgencia - Otras causas circulatorias,92,0,0,1,44,47
Hospital,2024-08-15,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,43,0,0,0,16,27
Hospital,2024-08-15,25,Hospitalizaciones - Total,510,29,42,21,212,206
Hospital,2024-09-15,1,Atenciones de urgencia - Total,4067,273,662,703,1832,597
Hospital,2024-09-15,12,Atenciones de urgencia - Total Sistema Circulatorio,123,0,0,1,68,54
Hospital,2024-09-15,13,Atenciones de urgencia - Infarto agudo miocardio,8,0,0,0,7,1
Hospital,2024-09-15,14,Atenciones de urgencia - Accidente vascular encefálico,15,0,0,0,6,9
Hospital,2024-09-15,15,Atenciones de urgencia - Crisis hipertensiva,5,0,0,0,3,2
Hospital,2024-09-15,16,Atenciones de urgencia - Arritmia grave,13,0,0,0,7,6
Hospital,2024-09-15,17,Atenciones de urgencia - Otras causas circulatorias,82,0,0,1,45,36
Hospital,2024-09-15,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,37,0,0,0,18,19
Hospital,2024-09-15,25,Hospitalizaciones - Total,461,23,28,39,204,167
Hospital,2024-10-15,1,Atenciones de urgencia - Total,5233,248,590,1412,2214,769
Hospital,2024-10-15,12,Atenciones de urgencia - Total Sistema Circulatorio,196,0,0,3,106,87
Hospital,2024-10-15,13,Atenciones de urgencia - Infarto agudo miocardio,13,0,0,0,8,5
Hospital,2024-10-15,14,Atenciones de urgencia - Accidente vascular encefálico,30,0,0,0,10,20
Hospital,2024-10-15,15,Atenciones de urgencia - Crisis hipertensiva,11,0,0,0,9,2
Hospital,2024-10-15,16,Atenciones de urgencia - Arritmia grave,8,0,0,1,2,5
Hospital,2024-10-15,17,Atenciones de urgencia - Otras causas circulatorias,134,0,0,2,77,55
Hospital,2024-10-15,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,73,0,0,0,30,43
Hospital,2024-10-15,25,Hospitalizaciones - Total,596,24,40,53,268,211
Hospital,2024-11-15,1,Atenciones de urgencia - Total,4685,231,496,1116,2088,754
Hospital,2024-11-15,12,Atenciones de urgencia - Total Sistema Circulatorio,184,0,0,0,81,103
Hospital,2024-11-15,13,Atenciones de urgencia - Infarto agudo miocardio,6,0,0,0,2,4
Hospital,2024-11-15,14,Atenciones de urgencia - Accidente vascular encefálico,24,0,0,0,7,17
Hospital,2024-11-15,15,Atenciones de urgencia - Crisis hipertensiva,17,0,0,0,5,12
Hospital,2024-11-15,16,Atenciones de urgencia - Arritmia grave,11,0,0,0,5,6
Hospital,2024-11-15,17,Atenciones de urgencia - Otras causas circulatorias,126,0,0,0,62,64
Hospital,2024-11-15,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,53,0,0,0,19,34
Hospital,2024-11-15,25,Hospitalizaciones - Total,549,22,22,46,253,206
Hospital,2024-12-15,1,Atenciones de urgencia - Total,3868,214,533,719,1830,572
Hospital,2024-12-15,12,Atenciones de urgencia - Total Sistema Circulatorio,122,0,0,2,65,55
Hospital,2024-12-15,13,Atenciones de urgencia - Infarto agudo miocardio,7,0,0,0,3,4
Hospital,2024-12-15,14,Atenciones de urgencia - Accidente vascular encefálico,19,0,0,0,11,8
Hospital,2024-12-15,15,Atenciones de urgencia - Crisis hipertensiva,5,0,0,0,1,4
Hospital,2024-12-15,16,Atenciones de urgencia - Arritmia grave,8,0,0,0,3,5
Hospital,2024-12-15,17,Atenciones de urgencia - Otras causas circulatorias,83,0,0,2,47,34
Hospital,2024-12-15,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,44,0,0,0,18,26
Hospital,2024-12-15,25,Hospitalizaciones - Total,377,17,23,28,182,127
Hospital,2024-01-16,1,Atenciones de urgencia - Total,4131,241,444,621,2103,722
Hospital,2024-01-16,12,Atenciones de urgencia - Total Sistema Circulatorio,172,0,0,2,73,97
Hospital,2024-01-16,13,Atenciones de urgencia - Infarto agudo miocardio,8,0,0,0,4,4
Hospital,2024-01-16,14,Atenciones de urgencia - Accidente vascular encefálico,31,0,0,0,13,18
Hospital,2024-01-16,15,Atenciones de urgencia - Crisis hipertensiva,6,0,0,0,1,5
Hospital,2024-01-16,16,Atenciones de urgencia - Arritmia grave,14,0,0,0,5,9
Hospital,2024-01-16,17,Atenciones de urgencia - Otras causas circulatorias,113,0,0,2,50,61
Hospital,2024-01-16,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,62,0,0,0,22,40
Hospital,2024-01-16,25,Hospitalizaciones - Total,548,23,24,38,232,231
Hospital,2024-02-16,1,Atenciones de urgencia - Total,3967,228,403,539,2005,792
Hospital,2024-02-16,12,Atenciones de urgencia - Total Sistema Circulatorio,150,0,0,2,73,75
Hospital,2024-02-16,13,Atenciones de urgencia - Infarto agudo miocardio,9,0,0,0,5,4
Hospital,2024-02-16,14,Atenciones de urgencia - Accidente vascular encefálico,17,0,0,0,8,9
Hospital,2024-02-16,15,Atenciones de urgencia - Crisis hipertensiva,12,0,0,0,7,5
Hospital,2024-02-16,16,Atenciones de urgencia - Arritmia grave,10,0,0,0,3,7
Hospital,2024-02-16,17,Atenciones de urgencia - Otras causas circulatorias,102,0,0,2,50,50
Hospital,2024-02-16,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,56,0,0,0,20,36
Hospital,2024-02-16,25,Hospitalizaciones - Total,471,15,10,20,231,195
Hospital,2024-03-16,1,Atenciones de urgencia - Total,4192,258,490,707,2045,692
Hospital,2024-03-16,12,Atenciones de urgencia - Total Sistema Circulatorio,147,0,0,3,70,74
Hospital,2024-03-16,13,Atenciones de urgencia - Infarto agudo miocardio,10,0,0,0,3,7
Hospital,2024-03-16,14,Atenciones de urgencia - Accidente vascular encefálico,23,0,0,0,9,14
Hospital,2024-03-16,15,Atenciones de urgencia - Crisis hipertensiva,6,0,0,0,3,3
Hospital,2024-03-16,16,Atenciones de urgencia - Arritmia grave,17,0,0,1,6,10
Hospital,2024-03-16,17,Atenciones de urgencia - Otras causas circulatorias,91,0,0,2,49,40
Hospital,2024-03-16,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,53,0,0,1,15,37
Hospital,2024-03-16,25,Hospitalizaciones - Total,478,14,39,45,207,173
Hospital,2024-04-16,1,Atenciones de urgencia - Total,5314,243,652,1366,2332,721
Hospital,2024-04-16,12,Atenciones de urgencia - Total Sistema Circulatorio,181,0,0,3,92,86
Hospital,2024-04-16,13,Atenciones de urgencia - Infarto agudo miocardio,6,0,0,0,2,4
Hospital,2024-04-16,14,Atenciones de urgencia - Accidente vascular encefálico,33,0,0,0,14,19
Hospital,2024-04-16,15,Atenciones de urgencia - Crisis hipertensiva,15,0,0,1,10,4
Hospital,2024-04-16,16,Atenciones de urgencia - Arritmia grave,14,0,0,1,6,7
Hospital,2024-04-16,17,Atenciones de urgencia - Otras causas circulatorias,113,0,0,1,60,52
Hospital,2024-04-16,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,65,0,0,1,25,39
Hospital,2024-04-16,25,Hospitalizaciones - Total,528,13,28,49,250,188
Hospital,2024-05-16,1,Atenciones de urgencia - Total,5318,285,667,1462,2177,727
Hospital,2024-05-16,12,Atenciones de urgencia - Total Sistema Circulatorio,172,0,0,7,78,87
Hospital,2024-05-16,13,Atenciones de urgencia - Infarto agudo miocardio,11,0,0,0,4,7
Hospital,2024-05-16,14,Atenciones de urgencia - Accidente vascular encefálico,19,0,0,0,6,13
Hospital,2024-05-16,15,Atenciones de urgencia - Crisis hipertensiva,13,0,0,0,12,1
Hospital,2024-05-16,16,Atenciones de urgencia - Arritmia grave,18,0,0,0,6,12
Hospital,2024-05-16,17,Atenciones de urgencia - Otras causas circulatorias,111,0,0,7,50,54
Hospital,2024-05-16,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,49,0,0,1,19,29
Hospital,2024-05-16,25,Hospitalizaciones - Total,507,15,20,43,238,191
Hospital,2024-06-16,1,Atenciones de urgencia - Total,3495,215,534,539,1645,562
Hospital,2024-06-16,12,Atenciones de urgencia - Total Sistema Circulatorio,136,0,1,2,70,63
Hospital,2024-06-16,13,Atenciones de urgencia - Infarto agudo miocardio,9,0,0,0,5,4
Hospital,2024-06-16,14,Atenciones de urgencia - Accidente vascular encefálico,24,0,0,0,10,14
Hospital,2024-06-16,15,Atenciones de urgencia - Crisis hipertensiva,9,0,0,0,5,4
Hospital,2024-06-16,16,Atenciones de urgencia - Arritmia grave,17,0,0,0,7,10
Hospital,2024-06-16,17,Atenciones de urgencia - Otras causas circulatorias,77,0,1,2,43,31
Hospital,2024-06-16,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,47,0,0,0,19,28
Hospital,2024-06-16,25,Hospitalizaciones - Total,455,16,42,31,209,157
Hospital,2024-07-16,1,Atenciones de urgencia - Total,3755,219,520,592,1792,632
Hospital,2024-07-16,12,Atenciones de urgencia - Total Sistema Circulatorio,188,0,0,3,98,87
Hospital,2024-07-16,13,Atenciones de urgencia - Infarto agudo miocardio,8,0,0,0,3,5
Hospital,2024-07-16,14,Atenciones de urgencia - Accidente vascular encefálico,32,0,0,0,19,13
Hospital,2024-07-16,15,Atenciones de urgencia - Crisis hipertensiva,14,0,0,0,11,3
Hospital,2024-07-16,16,Atenciones de urgencia - Arritmia grave,12,0,0,0,4,8
Hospital,2024-07-16,17,Atenciones de urgencia - Otras causas circulatorias,122,0,0,3,61,58
Hospital,2024-07-16,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,69,0,0,0,32,37
Hospital,2024-07-16,25,Hospitalizaciones - Total,547,22,39,37,250,199
Hospital,2024-08-16,1,Atenciones de urgencia - Total,4398,319,622,655,2002,800
Hospital,2024-08-16,12,Atenciones de urgencia - Total Sistema Circulatorio,182,1,0,3,80,98
Hospital,2024-08-16,13,Atenciones de urgencia - Infarto agudo miocardio,7,0,0,0,6,1
Hospital,2024-08-16,14,Atenciones de urgencia - Accidente vascular encefálico,35,0,0,0,12,23
Hospital,2024-08-16,15,Atenciones de urgencia - Crisis hipertensiva,9,0,0,0,5,4
Hospital,2024-08-16,16,Atenciones de urgencia - Arritmia grave,6,0,0,0,5,1
Hospital,2024-08-16,17,Atenciones de urgencia - Otras causas circulatorias,125,1,0,3,52,69
Hospital,2024-08-16,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,74,0,0,0,28,46
Hospital,2024-08-16,25,Hospitalizaciones - Total,563,35,55,38,227,208
Hospital,2024-09-16,1,Atenciones de urgencia - Total,4599,289,686,838,2016,770
Hospital,2024-09-16,12,Atenciones de urgencia - Total Sistema Circulatorio,170,0,2,2,85,81
Hospital,2024-09-16,13,Atenciones de urgencia - Infarto agudo miocardio,7,0,0,0,3,4
Hospital,2024-09-16,14,Atenciones de urgencia - Accidente vascular encefálico,24,0,0,0,7,17
Hospital,2024-09-16,15,Atenciones de urgencia - Crisis hipertensiva,9,0,0,0,4,5
Hospital,2024-09-16,16,Atenciones de urgencia - Arritmia grave,12,0,0,0,7,5
Hospital,2024-09-16,17,Atenciones de urgencia - Otras causas circulatorias,118,0,2,2,64,50
Hospital,2024-09-16,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,60,0,0,0,22,38
Hospital,2024-09-16,25,Hospitalizaciones - Total,546,31,29,37,250,199
Hospital,2024-10-16,1,Atenciones de urgencia - Total,5218,265,564,1314,2307,768
Hospital,2024-10-16,12,Atenciones de urgencia - Total Sistema Circulatorio,195,0,0,3,91,101
Hospital,2024-10-16,13,Atenciones de urgencia - Infarto agudo miocardio,6,0,0,1,5,0
Hospital,2024-10-16,14,Atenciones de urgencia - Accidente vascular encefálico,25,0,0,0,13,12
Hospital,2024-10-16,15,Atenciones de urgencia - Crisis hipertensiva,14,0,0,0,10,4
Hospital,2024-10-16,16,Atenciones de urgencia - Arritmia grave,8,0,0,0,3,5
Hospital,2024-10-16,17,Atenciones de urgencia - Otras causas circulatorias,142,0,0,2,60,80
Hospital,2024-10-16,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,46,0,0,0,19,27
Hospital,2024-10-16,25,Hospitalizaciones - Total,489,20,34,55,230,150
Hospital,2024-11-16,1,Atenciones de urgencia - Total,4063,233,464,758,1927,681
Hospital,2024-11-16,12,Atenciones de urgencia - Total Sistema Circulatorio,150,0,1,3,66,80
Hospital,2024-11-16,13,Atenciones de urgencia - Infarto agudo miocardio,6,0,0,0,1,5
Hospital,2024-11-16,14,Atenciones de urgencia - Accidente vascular encefálico,28,0,0,0,13,15
Hospital,2024-11-16,15,Atenciones de urgencia - Crisis hipertensiva,8,0,0,0,5,3
Hospital,2024-11-16,16,Atenciones de urgencia - Arritmia grave,12,0,0,1,3,8
Hospital,2024-11-16,17,Atenciones de urgencia - Otras causas circulatorias,96,0,1,2,44,49
Hospital,2024-11-16,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,59,0,0,1,24,34
Hospital,2024-11-16,25,Hospitalizaciones - Total,403,9,35,40,187,132
Hospital,2024-12-16,1,Atenciones de urgencia - Total,4582,251,568,867,2178,718
Hospital,2024-12-16,12,Atenciones de urgencia - Total Sistema Circulatorio,155,0,1,1,79,74
Hospital,2024-12-16,13,Atenciones de urgencia - Infarto agudo miocardio,6,0,0,0,3,3
Hospital,2024-12-16,14,Atenciones de urgencia - Accidente vascular encefálico,26,0,0,0,9,17
Hospital,2024-12-16,15,Atenciones de urgencia - Crisis hipertensiva,8,0,0,0,2,6
Hospital,2024-12-16,16,Atenciones de urgencia - Arritmia grave,5,0,0,0,3,2
Hospital,2024-12-16,17,Atenciones de urgencia - Otras causas circulatorias,110,0,1,1,62,46
Hospital,2024-12-16,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,46,0,0,0,20,26
Hospital,2024-12-16,25,Hospitalizaciones - Total,471,11,37,40,229,154
Hospital,2024-01-17,1,Atenciones de urgencia - Total,4069,251,444,580,2067,727
Hospital,2024-01-17,12,Atenciones de urgencia - Total Sistema Circulatorio,210,0,1,5,114,90
Hospital,2024-01-17,13,Atenciones de urgencia - Infarto agudo miocardio,12,0,0,0,7,5
Hospital,2024-01-17,14,Atenciones de urgencia - Accidente vascular encefálico,36,0,0,0,22,14
Hospital,2024-01-17,15,Atenciones de urgencia - Crisis hipertensiva,8,0,0,0,4,4
Hospital,2024-01-17,16,Atenciones de urgencia - Arritmia grave,18,0,0,0,10,8
Hospital,2024-01-17,17,Atenciones de urgencia - Otras causas circulatorias,136,0,1,5,71,59
Hospital,2024-01-17,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,64,0,0,1,32,31
Hospital,2024-01-17,25,Hospitalizaciones - Total,494,14,21,29,260,170
Hospital,2024-02-17,1,Atenciones de urgencia - Total,3633,215,341,462,1946,669
Hospital,2024-02-17,12,Atenciones de urgencia - Total Sistema Circulatorio,150,0,2,1,76,71
Hospital,2024-02-17,13,Atenciones de urgencia - Infarto agudo miocardio,7,0,0,0,4,3
Hospital,2024-02-17,14,Atenciones de urgencia - Accidente vascular encefálico,36,0,0,0,16,20
Hospital,2024-02-17,15,Atenciones de urgencia - Crisis hipertensiva,1,0,0,0,1,0
Hospital,2024-02-17,16,Atenciones de urgencia - Arritmia grave,12,0,0,0,4,8
Hospital,2024-02-17,17,Atenciones de urgencia - Otras causas circulatorias,94,0,2,1,51,40
Hospital,2024-02-17,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,58,0,0,0,24,34
Hospital,2024-02-17,25,Hospitalizaciones - Total,444,15,14,33,208,174
Hospital,2024-03-17,1,Atenciones de urgencia - Total,4141,271,487,762,2046,575
Hospital,2024-03-17,12,Atenciones de urgencia - Total Sistema Circulatorio,137,0,0,3,76,58
Hospital,2024-03-17,13,Atenciones de urgencia - Infarto agudo miocardio,8,0,0,0,2,6
Hospital,2024-03-17,14,Atenciones de urgencia - Accidente vascular encefálico,27,0,0,0,16,11
Hospital,2024-03-17,15,Atenciones de urgencia - Crisis hipertensiva,13,0,0,0,7,6
Hospital,2024-03-17,16,Atenciones de urgencia - Arritmia grave,20,0,0,0,12,8
Hospital,2024-03-17,17,Atenciones de urgencia - Otras causas circulatorias,69,0,0,3,39,27
Hospital,2024-03-17,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,49,0,0,0,20,29
Hospital,2024-03-17,25,Hospitalizaciones - Total,430,14,26,42,208,140
Hospital,2024-04-17,1,Atenciones de urgencia - Total,5241,263,635,1420,2199,724
Hospital,2024-04-17,12,Atenciones de urgencia - Total Sistema Circulatorio,144,0,1,4,75,64
